"Mainextract_Commentaire","Mainextract_Date"
"Après plusieurs séjours agréables a center parc ! Quelle surprise de découvrir un cottage vip sale et vétuste et le sauna ne marche pas son boîtier tient avec du plastique et le ménage douteux poussière partout et araignées dans la baignoire. Après s’être plein à...Plus","Date du séjour : juin 2018"
"Malgré la pluie , nous avons apprécié notre sejour aux bois francs. Très belle vue sur un lac , les canards et des chats venaient à notre rencontre pour quémander à manger.... Le golf très sympa ainsi que les moniteurs . Même si il y...Plus","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Beaucoup de dysfonctionnements dans notre cottage pourtant gamme VIP (mobilier extérieur cassé, portes de la salle de douche et des toilettes gondolés ne fermant plus (classe), porte de la cabine de douche n'est plus étanche et j'en passe....). Le ménage est très mal fait à...Plus","Date du séjour : juin 2018"
"Forte odeur d’humidité dans les cottages, draps humides, fenêtres pourries noires d’humidité, présence de champignons dans la salle de bain, ampoule sans douille avec fils électriques à nus ayant provoqué une étincelle qui a fait disjoncte le cottage provoquant la fonte de l’abat jour puis...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"très vieillissant, pourquoi nous donner un cottage nauséabond et non réhabilité alors qu'il y en avait de libre et nous a obligé de déménager au bout d'un jour!!, nous voulions dîner le jeudi soir mais très peu de restaurant ouvert et pas a notre gout,...Plus","Date du séjour : juin 2018"
"Séjour amusant, relaxant, gastronomique, revigorant. Sportif ou non, fan d'animation ou pas, chacun peut trouver son bonheur à Center Parc. La nature est à votre porte (canards, écureuils, oiseaux, ...).","Date du séjour : juin 2018"
"excellent séjour en famille prestation au top hébergement de qualité, literie super environnement agréable mise à part le chauffage pour les maillots de bain pas top et l'eau chaude de la douche en discontinu pas mal du tout. attention cuisine équipée sans four uniquement micro-onde","Date du séjour : juin 2018"
"Les cottages sont insalubres avec une odeur nauséabonde. Au restaurant vous mangerez avec des dizaines de mouches morts et l'aquamundo n'est absolument pas entretenu. Ma fille de 3 mois a attrapé une conjonctivite purulente du à la propreté de l'eauPlus","Date du séjour : juin 2018"
"Journée aquamondo avec des amis et les enfants. Seul point positif les enfants ont appréciés. Vestiaire sale et en mauvais état. Douches hors service pour la plupart. Activités saturées. En cours de journées les tobogans ont été fermés sans raison. Avec le monde present =...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Très déçue de notre chambre à la résidence du lac, odeur de tabac froid, moquette âgée et sale, salle de bain dégradée et impossible de prendre une douche. Il y a des fuites importantes dans l'hôtel et surtout personne à l'accueil ni à la réception.Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Très bon séjour cottage refait, deco sympa et très bonne literie, petite terasse pour 8 et 1 seul salle de bain c'est un peu juste. Pour la piscine les casiers sont vétuste et les douches ne marche qu'une seul sur deux","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Je reviens d’un week end à center parc les bois francs. Nous sommes en pleine forêt et donc entourés de nombreux insectes. Cependant, durant ce séjour nous avons eu 11 piqûres de tiques dont quatre sur un enfant de 18 mois et 4 tuées avant...Plus","Date du séjour : juin 2018"
"Logement confortable, même si en effet pas irréprochable (Un peu de poussière par endroits, quelques moutons si on déplace les meubles, quelques traces ici et là….) Pour fréquenter régulièrement des établissements d’hébergement, c’est rarement impeccable donc entre dans la catégorie correcte. Et Center Parc n’est...Plus","Date du séjour : juin 2018"
"Nous avons décidé de partir 5 jours en séjour à center parcs en hébergement VIP en décembre 2017, arrivés vers 16 heures à Verneuil, on nous communique à l'entrée, notre numéro de bungalow, formalités simples et rapides. Arrivés dans notre cottage une forte odeur de...Plus","Date du séjour : juin 2018"
"Nous avions une réunion de famille et nous avons loué un cottage. Une odeur d’humidité dans toutes le pièces. L’humidité se ressentait sur les couettes et oreillers. Le salon de jardin et transat étaient couverts de mousse. Baignoire qui n’avait de balnéothérapie que le nom...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Séjour relaxant et personnel aux petits soins malgré le tonnerre tombé sur notre cottage. Les techniciens sont passés très vite et le lendemain le problème était résolu. Un dédommagement a été proposé qui nous correspondait totalement.Plus","Date du séjour : juin 2018"
"un séjour horrible cottage vétuste, très très sale le personnel désagréable qui a l'habitude des réclamation et qui vous dit une de plus j'en suis à 14 aujourd'hui piscine froide vraiment désolé mais un parcs à fermé et à refaire car les année 80 c...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Rapport qualité prix terrible. Je n’en vais jamais de noveau avec ma famille. Je suis très déçu. Service et propreté très mauvais. Pas de cordialité à l’accueil, cottage sale, restauration pas Spécial.Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Je ne sais pas par quoi commencer. Notre cottage, le 336, est vieillot. En rentrant dans celui ci, j'ai constaté immédiatement qu'il y avait du moisi au plafond dans la salle de bain ainsi que sur les contours de fenêtre dans le séjour. J'ai également...Plus","Date du séjour : juin 2018"
"un cottage juste invivable par son humidité et son odeur l'humidité se collait partout j'ai du sécher mon coussin au sèche cheveux car il était mouillé un enfer... au regard du prix passez votre cheminPlus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Le deuxième jour on me vole mon vélo. Cadenas de l'antivol cisaillé. Activité répandu à center parc. Rein n'est fait pour régler le problème. (Ouvert à tous vents, pas de cameras sur les parkings velos...)Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Superbe parc, calme et boisé... Les cottages (premium) sont super MAIS : Nous avons un cottage avec chauffage au sol qui reste à fond ! Notre petit de 6 mois n’a pas réussi a dormir de la nuit, car il fait trop chaud. À 10h...Plus","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Bonjour. Suite à mon séjour à centre parcs bois francs pour deux personnes. Nous avons opté pour une chambre d'hôtel étant donné que la location de cottage n'est possible qu'à partir de quatres personnes. La vieille de notre départ j'ai contacté centre parcs pour prévenir...Plus","Date du séjour : juin 2018"
"Alors par quoi commencer.... Notre cottage confort...lavabo bouché Téléviseur en intermittence...douchette sans pression... prestation kit cheminée qui se résume à 4 bûches !!! Et le dôme une pure merveille de déception fuite à gogo sur toute l'infrastructure ... magasins d'un autres temps resto bar bref...Plus","Date du séjour : mai 2018"
"il serait impératif de rénover ""correctement"" les domaines existants avant d'en ouvrir de nouveaux, nous connaissons les Bois-Francs depuis son ouverture, pour la première fois nous avons été à l'hotel, mon mari et moi même, les chambres spacieuses , propres, un grand merci aux personnels,...Plus","Date du séjour : mai 2018"
"nous avions un cottage VIP, il y avait du scotch pour tenir les pieds de chaises extérieurs de même pour tenir le boitier du sauna. L'équipement de la salle de bain était abimé, miroir, bonde de douche cassée et le support de douche . Le...Plus","Date du séjour : mai 2018"
"beaucoup d'appareils ménagés hors services dans les bungalows, remise des clés reculées jusque 18h au lieu de 15h sans avoir été prévenus avant notre arrivée, climatisation du bowling HS, chaleur insupportable à la limite du malaisePlus","Date du séjour : mai 2018"
"Nous voilà encore aux bois-francs..cette fois ci nous avons inviter des amis avec nous.Superbe sejour et le beau temps était au rendez-vous . Nous avons pris un cottage VIP avec sauna..un peu de rénovation ne leur ferais pas de mal..certain cottage on était rénové et...Plus","Date du séjour : mai 2018"
"Nous avons réservé 3 jours 2 nuit dans une chambre en résidence propreté pas au rendez vous ,vieux ,non entretenu,abîmé. Eau chaude longue à venir pour se laver ainsi que la pression du pommeau de douche très très faible .porte balcon ne fermant pas à...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"je me suis rendu a center parc pour mes vacance en famille jai ete tres decu des cottage et du service client le sejour a debut par un cottage non nettoye et qui prenais l’eau par le toit le peesonnel na rien mis en oeuvre...Plus","Date du séjour : mai 2018"
"points positifs : endroit très adapté aux enfants (aires de jeux etc) aqua mundo très agréable points négatifs cottages ont besoin de rafraichissement trop de marche quand le cottage est loin et c'est désagréablePlus","Date du séjour : mai 2018"
"Nous nous sommes rendus dans ce parc pour profiter de la nature et surtout de la grande piscine. Notre endroit préféré était la rivière, avec les nombreux toboggans. Lieu idéal pour amener vos enfants, pas de prises de têtes des animateurs, et personnels sympathiques (hormis...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"L’hôtel est dans un piteux état, je ne le recommande pas. Il est abimé et il y'a beaucoup de choses qui sont négligés (fenêtre dur à ouvrir, moquette abimé,chaise de serrate cassé et ce n'est pas tout! Quiite à allez à Center Parc, prenez les...Plus","Date du séjour : mai 2018"
"Bon séjour mai parc vieillissant et malheureusement pas assez entretenu (infrastructures pour enfants, douches,toboggan, sèche cheveux, électroménager vieillissant, pas assez de mobilier de jardin dans les grands cottage ...)","Date du séjour : mai 2018"
"Plein de divertissements a l aqua Munro qui sont gratuites Parc propre sans voitures Très reposant Sécurisant pour les enfants Je recommande vivement pour un week end de detente pour oublier le quotidien ... Deconnexion totale 😊","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"Des cottages dans un état de propreté plus que douteux, baignoire sale et bouchée, sols sales ...des bouteilles de bières et mégots de cigarettes abandonnés dans la nature proche des cottages en travaux, des équipements vétustes et pas aux normes pour les bébés (mon bébé...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Nous sommes allez 3 jours à Center parc .cottage agréable.propre.manque des placards pour ranger les réserves.pas de serviettes de toilettes fournis donc à ne pas oublier d emmener..nous avions loué 2 cottage côtes côtes donc 49 euros pour être ensemble .les 4 jeunes étaient dedans...Plus","Date du séjour : mai 2018"
